Series,Number,Name,Address
5803,958909498,BRUNO VARGAS LINHARES TEIXEIRA,RUA PROFESSOR VINICIUS SABINO 703
5804,958219215,CARLOS ROSA TEIXEIRA,RUA DOUTOR RAFAEL MARTINS 498
5805,955531363,ALFREDO ALESSANDRO PIRES MACHADO,AVENIDA MAJOR PEDRO FREITAS 161
5806,987497964,RAFAEL PAULO BENTO,RUA SARGENTO VINICIUS MARQUES 674
5807,927063308,LUCAS MORAES,RUA SARGENTO ALESSANDRO SABINO 438
5808,911211961,JESSICA CAMARGO PINHO SILVEIRA,ALAMEDA DOUTOR LUCAS ABREU 208
5809,979433694,LUCAS DANIEL NEVES LEAL BAHR,PRACA PROFESSOR JOAO MACIEL 129
5810,983238782,RACHEL JAQUELINE CANDIDO RIBEIRO,ALAMEDA PROFESSOR GUILHERME BRITO 650
5811,917157472,CARLOS ASSIS LOPES BARROS,RUA MAJOR VINICIUS PADILHA 392
5812,988690919,RAQUEL BRAGA,AVENIDA DOUTOR MARCOS PINHO 54
5813,953383198,RAFAEL FELIPE ASSIS FAGUNDES VASCONCELOS,ALAMEDA TIPOGRAFO MARCOS PINTO 762
5814,953930780,ALFREDO GUILHERME SANTOS MONTEIRO ROCHA,PRACA DESEMBARGADOR RICARDO SALES 419
5815,928258839,FELIPE NEVES LINHARES,AVENIDA DESEMBARGADOR PAULO BRITO 746
5816,932851562,LEONARDO DUTRA LINHARES,PRACA SARGENTO MATIAS SILVEIRA 379
5817,902074546,JAQUELINE BRUNA ROSA,AVENIDA  ALFREDO ROCHA 83
5818,926956877,DANIELA BRUNA FRAGA ANDRADE CASTRO,RUA PROFESSOR MATHEUS BARROS 929
5819,914037877,SAMANTA BRUNA CAMPOS FREITAS SALES,ALAMEDA TIPOGRAFO FELIPE PIRES 890
5820,912362253,VINICIUS LUCAS BARROS CARDOSO,RUA DESEMBARGADOR MATIAS OLIVEIRA 266
5821,958922422,LUANA DUTRA,TRAVESSA  RICARDO CASTRO 504
5822,949251679,GUILHERME FELIPE MEDEIROS MACHADO CHAGAS,TRAVESSA DESEMBARGADOR LEONARDO ROSA 214
5823,908448101,GUILHERME LUCAS XAVIER ROCHA,TRAVESSA MAJOR GABRIEL FRANCA 862
5824,972520729,DANIEL MACEDO BARROS FRANCA,ALAMEDA MAJOR MARCOS TEIXEIRA 957
5825,931416507,RAQUEL ASSIS PAIVA,AVENIDA DOUTOR PAULO BATISTA 635
5826,932807523,BRUNO MACEDO SILVEIRA,TRAVESSA MAJOR GABRIEL BRAGA 526
5827,920793647,LUIZ LOPES,PRACA DOUTOR LEONARDO ALBINO 781
5828,932525818,DANIEL MONTEIRO ABREU CAMARGO,RUA  JOAO MARTINS 248
5829,928817566,ALESSANDRO ALESSANDRO MIRANDA VIEIRA MIRANDA,RUA DOUTOR FELIPE VIEIRA 971
5830,954566605,ALFREDO VIEIRA,RUA TIPOGRAFO PAULO TEIXEIRA 168
5831,972299236,GUSTAVO JUSTINO SALES,RUA PROFESSOR PEDRO ARAUJO 328
5832,910595848,GABRIEL GUSTAVO CANDIDO ASSIS PIRES,RUA DESEMBARGADOR CARLOS AMARAL 419
5833,960234075,LUIZ GABRIEL VARGAS MATOS,TRAVESSA TIPOGRAFO VINICIUS PINTO 993
5834,934102873,AMANDA LUANA MARTINS BAHR,ALAMEDA DOUTOR GUILHERME ABREU 779
5835,924251569,RAQUEL JULIA BENTO MACEDO,PRACA DOUTOR LUIS BARROS 715
5836,979694099,JULIA ANA VARGAS BRITO FRAGA,ALAMEDA DOUTOR MATHEUS RODRIGUES 623
5837,965309810,DENISE JULIA ALVES PEREIRA VIEIRA,PRACA MAJOR VINICIUS BRITO 508
5838,942381121,LUCIA MARIA RABELO,PRACA DOUTOR PEDRO MARQUES 291
5839,964257693,LUANA DANIELA PIRES LINHARES,PRACA MAJOR RAFAEL ROCHA 562
5840,967566410,JULIA RABELO ALBINO,RUA PROFESSOR MARCOS ALMEIDA 724
5841,922371440,JOAO LOPES LINHARES,AVENIDA  THIAGO PACHECO 685
5842,905328140,MAYARA CARVALHO FERNANDES LIMA,RUA DESEMBARGADOR GUILHERME MACHADO 68
5843,948600975,LUIS BRASIL RABELO,AVENIDA PROFESSOR JOSE SABINO 103
5844,949037587,SAMARA AZEVEDO,TRAVESSA PROFESSOR PEDRO BENTO 912
5845,998031304,ALESSANDRO GABRIEL RODRIGUES,TRAVESSA DOUTOR CARLOS BARROS 925
5846,959090816,ERICA JULIA CHAGAS MARTINS,ALAMEDA PROFESSOR LEONARDO BRASIL 929
5847,932534326,DANIEL THIAGO SANTOS FRAGA MARTINS,AVENIDA MAJOR JOSE BRAGA 436
5848,928470888,GUSTAVO JOSE MORAES,RUA DESEMBARGADOR GABRIEL PADILHA 139
5849,955115014,FELIPE CARLOS SOARES LIMA,RUA TIPOGRAFO PEDRO AMARAL 134
5850,983332439,LUIZ MIRANDA LEITE LINHARES,RUA MAJOR JOAO XAVIER 62
5851,925267174,SAMANTA ROSA XAVIER FERNANDES,TRAVESSA MAJOR ALESSANDRO RIBEIRO 620
5852,954089346,AMANDA PESSOA RAMOS,TRAVESSA MAJOR PEDRO LIMA 764
5853,934353277,THIAGO BATISTA,RUA  CARLOS PESSOA 79
5854,905602463,BEATRIZ AMANDA CASTRO SABINO,PRACA TIPOGRAFO BRUNO FRAGA 755
5855,917960594,DENISE PESSOA FRANCA,AVENIDA MAJOR MATHEUS CORREIA 316
5856,992913669,LUCIA RACHEL ANDRADE,AVENIDA DESEMBARGADOR LEONARDO SABINO 442
5857,907393189,RAFAEL ALESSANDRO CASTRO AMARAL XAVIER,PRACA DESEMBARGADOR PEDRO PRADO 708
5858,970643209,MAYARA DANIELA FRANCA JUSTINO ALMEIDA,PRACA DESEMBARGADOR MARCOS NEVES 500
5859,987579657,PEDRO ANTUNES XAVIER,RUA TIPOGRAFO PAULO RABELO 754
5860,911398100,RAFAEL MATIAS SANTOS MARTINS,RUA DESEMBARGADOR LUCAS VIEIRA 727
5861,994824244,LUCAS MARCOS FAGUNDES LIMA,TRAVESSA DESEMBARGADOR LUIZ FRANCA 356
5862,953505433,JAQUELINE LUCIA SALES,AVENIDA SARGENTO RICARDO ANDRADE 449
5863,927341454,MATHEUS MATOS BARRETO,ALAMEDA SARGENTO RAFAEL SANTOS 253
5864,946497740,SAMARA JAQUELINE LIMA,RUA PROFESSOR ALFREDO LINHARES 908
5865,952860339,AMANDA ASSIS PACHECO CARVALHO,ALAMEDA TIPOGRAFO MATHEUS ALBINO 530
5866,978983169,LUCIA SAMARA RABELO,TRAVESSA DESEMBARGADOR BRUNO BAHR 946
5867,923525204,JOSE GUILHERME JUSTINO PINTO VARGAS,ALAMEDA  LUIZ MIRANDA 630
5868,924944724,GABRIELA JULIA CARVALHO FERNANDES LOPES,AVENIDA SARGENTO LEONARDO RABELO 56
5869,966606950,RICARDO DANIEL BRASIL MARTINS RODRIGUES,AVENIDA  GUILHERME SALES 866
5870,922431466,SAMANTA LEITE,RUA MAJOR PEDRO MEDEIROS 375
5871,986198464,ERICA CASTRO SALES CAMARGO,ALAMEDA DOUTOR MARCOS BRASIL 383
5872,959245849,PAULO RAFAEL MACIEL ANDRADE,PRACA DOUTOR ALFREDO PAIVA 882
5873,925636852,PAULO BAHR RODRIGUES,ALAMEDA PROFESSOR JOSE SANTOS 409
5874,922699706,PEDRO RAMOS BAHR AZEVEDO,TRAVESSA DESEMBARGADOR CARLOS CARDOSO 224
5875,929893723,GABRIELA SANTOS AMARAL ALMEIDA,ALAMEDA  GABRIEL RAMOS 760
5876,974499735,RAFAEL LIMA,PRACA DESEMBARGADOR RICARDO ANDRADE 517
5877,913312859,CARLOS MATHEUS NEVES,RUA DOUTOR GUSTAVO BENTO 939
5878,951479517,GUILHERME MATHEUS AZEVEDO PESSOA BATISTA,ALAMEDA DESEMBARGADOR RAFAEL ROSA 525
5879,922101013,RAFAEL PEDRO BRAGA ALBINO,AVENIDA PROFESSOR MARCOS BRASIL 864
5880,939140969,LARISSA MONTEIRO,RUA PROFESSOR JOSE FAGUNDES 959
5881,991287081,THIAGO RIBEIRO NASCIMENTO,PRACA TIPOGRAFO PAULO FAGUNDES 360
5882,908007410,AMANDA GABRIELA FREITAS MIRANDA,ALAMEDA DOUTOR LUIZ BAHR 355
5883,932251745,GABRIELA RABELO LEAL ANDRADE,AVENIDA  JOAO MATOS 59
5884,968414543,DANIEL AZEVEDO,TRAVESSA SARGENTO CARLOS LEAL 917
5885,985497859,LARISSA LARISSA MACEDO ALBINO,AVENIDA SARGENTO JOSE ANDRADE 884
5886,982485816,RAQUEL MACIEL VARGAS SABINO,PRACA TIPOGRAFO RICARDO ROSA 884
5887,951472321,PEDRO AMARAL,ALAMEDA MAJOR ALESSANDRO CHAGAS 51
5888,927509934,GABRIELA ERICA FAGUNDES JUSTINO,PRACA SARGENTO GUSTAVO SILVA 75
5889,983065064,LUCAS LUIZ BAHR ANDRADE,PRACA TIPOGRAFO LUIS BARRETO 400
5890,943018215,JULIA LUANA CAMARGO,AVENIDA TIPOGRAFO ALFREDO BARRETO 334
5891,901345602,LUANA ERICA CORREIA ARAUJO,ALAMEDA DESEMBARGADOR GUILHERME ARAUJO 696
5892,929030278,AMANDA ONOFRE,TRAVESSA SARGENTO RICARDO AMARAL 200
5893,925082940,LUCAS BRASIL VARGAS,ALAMEDA TIPOGRAFO LUIS PINHO 343
5894,913527278,JESSICA MAYARA MONTEIRO,AVENIDA TIPOGRAFO MATIAS MACEDO 70
5895,946196950,MARIA LARISSA MIRANDA,AVENIDA PROFESSOR VINICIUS BRITO 514
5896,991487378,ERICA MACIEL BRASIL VARGAS,ALAMEDA  BRUNO BARROS 742
5897,986507960,GUSTAVO LEONARDO VIEIRA MACHADO,ALAMEDA SARGENTO PEDRO ROCHA 893
5898,942860097,JOAO MATHEUS AMARAL ASSIS ALMEIDA,TRAVESSA  GUSTAVO SANTOS 104
5899,919887162,ANA SAMANTA SABINO BENTO AMARAL,TRAVESSA TIPOGRAFO DANIEL MACIEL 657
5900,985979522,ALFREDO GABRIEL PRADO BENTO,PRACA MAJOR MATHEUS RABELO 144
5901,907257997,LUIS BARROS PESSOA,RUA DESEMBARGADOR RAFAEL MARTINS 107
5902,934393329,BEATRIZ LETICIA FREITAS,TRAVESSA SARGENTO PEDRO BRAGA 910
5903,935963413,LUIZ AMARAL,AVENIDA MAJOR GABRIEL CAMARGO 570
5904,923872701,RAFAEL MACEDO BAHR RABELO,TRAVESSA TIPOGRAFO LUIS ABREU 598
5905,940469750,MARCOS CASTRO BAHR ANTUNES,RUA TIPOGRAFO LEONARDO NASCIMENTO 534
5906,926272544,JESSICA JESSICA NEVES,ALAMEDA DOUTOR GABRIEL MORAES 599
5907,952006455,THIAGO MARCOS PESSOA,ALAMEDA DOUTOR ALESSANDRO FERNANDES 274
5908,959107109,GABRIELA ERICA LIMA ABREU RIBEIRO,RUA PROFESSOR MATHEUS TEIXEIRA 444
5909,922225919,RICARDO GUSTAVO SILVEIRA MACHADO PEREIRA,ALAMEDA PROFESSOR JOAO CAMPOS 435
5910,950462678,GUILHERME DUTRA MONTEIRO,PRACA DESEMBARGADOR RICARDO VARGAS 800
5911,951333037,SAMANTA LUCIA SILVEIRA SABINO BAHR,RUA DESEMBARGADOR PEDRO AZEVEDO 130
5912,905499346,DANIELA BRUNA ALBINO VASCONCELOS NEVES,TRAVESSA TIPOGRAFO RAFAEL COELHO 76
5913,952979838,VINICIUS MATOS ANDRADE,TRAVESSA DOUTOR RAFAEL CAMPOS 843
5914,936764834,DANIELA MONTEIRO XAVIER ARAUJO,AVENIDA DESEMBARGADOR LEONARDO ALVES 50
5915,953547012,LETICIA ANA PACHECO,ALAMEDA SARGENTO GUILHERME CARDOSO 841
5916,993950773,MARIA JAQUELINE ARAUJO MORAES,RUA DESEMBARGADOR JOSE FRAGA 679
5917,905019166,GABRIEL THIAGO BRITO FAGUNDES,ALAMEDA SARGENTO FELIPE LIMA 979
5918,935669356,BEATRIZ ERICA CHAGAS FRANCA ANDRADE,PRACA DESEMBARGADOR MATHEUS LINHARES 538
5919,936139308,LUCAS LUCAS VIEIRA BAHR,RUA  LUCAS JUSTINO 931
5920,905241378,LUIS CAMPOS CARDOSO ABREU,ALAMEDA SARGENTO JOAO VARGAS 533
5921,985971166,PAULO LUCAS PEREIRA BRITO ALVES,RUA PROFESSOR PAULO BRASIL 782
5922,971368482,THIAGO ALFREDO CAMARGO,RUA SARGENTO JOAO BENTO 568
5923,925366067,DANIELA SAMANTA CANDIDO RABELO,ALAMEDA  GUILHERME SILVEIRA 325
5924,996408333,AMANDA JESSICA RABELO,RUA MAJOR GUSTAVO MATOS 202
5925,906607672,GUILHERME XAVIER SILVEIRA,PRACA SARGENTO LUIZ MACHADO 649
5926,905028495,PAULO GUILHERME AMARAL PINHO MARTINS,ALAMEDA DOUTOR RICARDO BRITO 293
5927,936009292,JAQUELINE JESSICA CORREIA LEAL,PRACA  BRUNO TEIXEIRA 360
5928,900797978,FELIPE ALBINO CAMPOS VASCONCELOS,AVENIDA TIPOGRAFO RAFAEL LIMA 59
5929,968366626,RAFAEL THIAGO PIRES CASTRO,RUA MAJOR JOSE BRASIL 746
5930,917242966,LUIS PEREIRA,RUA PROFESSOR MATIAS FREITAS 920
5931,918776554,PAULO VINICIUS SALES BENTO XAVIER,TRAVESSA TIPOGRAFO LUCAS ABREU 738
5932,937900503,MAYARA SOARES,AVENIDA MAJOR LUIS PESSOA 202
5933,905085932,SAMANTA PAIVA BARROS,TRAVESSA SARGENTO LEONARDO SOARES 857
5934,988260640,RAQUEL RIBEIRO,PRACA DESEMBARGADOR JOAO PINHO 684
5935,991645742,AMANDA VASCONCELOS VARGAS CARVALHO,AVENIDA TIPOGRAFO RAFAEL BRITO 135
5936,939027260,ALESSANDRO PEREIRA BATISTA SILVA,PRACA SARGENTO CARLOS CHAGAS 634
5937,933873328,DENISE DUTRA MONTEIRO,RUA SARGENTO MATHEUS CARDOSO 641
5938,930378595,LARISSA LOPES MARQUES,PRACA DOUTOR BRUNO SANTOS 169
5939,910800194,RACHEL CHAGAS RODRIGUES,RUA  MARCOS ANTUNES 343
5940,917395117,DANIEL THIAGO SALES CAMARGO SILVEIRA,TRAVESSA DOUTOR RICARDO SALES 941
5941,919996353,LUIZ ARAUJO,TRAVESSA TIPOGRAFO MATHEUS CHAGAS 293
5942,957917046,MARCOS RAFAEL BATISTA CAMPOS RABELO,AVENIDA DOUTOR GABRIEL ABREU 924
5943,984582155,ERICA LARISSA PAIVA,AVENIDA PROFESSOR GUSTAVO FAGUNDES 230
5944,963975209,VINICIUS FRAGA MORAES CAMARGO,PRACA SARGENTO LUIS FRAGA 79
5945,939679188,RAQUEL CANDIDO PAIVA MARTINS,ALAMEDA DOUTOR MARCOS ROSA 746
5946,980820303,LUANA MATOS,TRAVESSA PROFESSOR ALESSANDRO MARQUES 598
5947,998039866,JESSICA SANTOS FERNANDES,ALAMEDA MAJOR GUILHERME PADILHA 733
5948,956272287,LETICIA ALBINO SILVEIRA BENTO,AVENIDA SARGENTO PAULO PADILHA 952
5949,929441435,LUCIA DENISE FRAGA AMARAL BRITO,PRACA TIPOGRAFO CARLOS ALBINO 410
5950,946679628,DANIELA GABRIELA CHAGAS CARDOSO,TRAVESSA MAJOR THIAGO ONOFRE 586
5951,955207177,MATHEUS LUIZ PINHO MORAES,AVENIDA DOUTOR LUIZ CANDIDO 691
5952,927170046,RICARDO CARLOS ONOFRE PAIVA,AVENIDA DESEMBARGADOR FELIPE CASTRO 821
5953,992741885,MARCOS BENTO,PRACA SARGENTO JOAO CAMPOS 896
5954,951437399,THIAGO FELIPE FRAGA,RUA DOUTOR GUSTAVO LOPES 935
5955,942243524,PEDRO SILVA,RUA SARGENTO GUSTAVO LOPES 519
5956,948159591,LEONARDO ALESSANDRO PIRES BRASIL PEREIRA,PRACA SARGENTO LEONARDO CHAGAS 831
5957,906812770,GABRIELA DUTRA VASCONCELOS MACIEL,AVENIDA MAJOR ALESSANDRO PESSOA 863
5958,900574076,JOSE THIAGO RODRIGUES LEITE COELHO,RUA  DANIEL SANTOS 554
5959,900502476,DENISE PADILHA,TRAVESSA  LUIZ ALBINO 252
5960,976931161,RICARDO RIBEIRO,ALAMEDA DOUTOR ALESSANDRO PEREIRA 711
5961,930732202,PEDRO LEAL,RUA SARGENTO ALESSANDRO PRADO 857
5962,987559692,CARLOS ALESSANDRO LEAL ROCHA,AVENIDA PROFESSOR LEONARDO FRANCA 423
5963,942728615,LUANA BEATRIZ MATOS PACHECO,PRACA  GUSTAVO ROCHA 77
5964,938159607,GABRIELA LUANA LOPES MORAES,PRACA MAJOR ALESSANDRO FRAGA 685
5965,923108279,SAMANTA SAMARA SABINO ASSIS,PRACA TIPOGRAFO MATHEUS MACEDO 4
5966,905259685,ALFREDO MATIAS BAHR,ALAMEDA  JOSE MACIEL 398
5967,977506789,CARLOS PADILHA,PRACA  VINICIUS MIRANDA 361
5968,907645009,GABRIEL PADILHA COELHO SANTOS,AVENIDA TIPOGRAFO GUILHERME BARROS 624
5969,928903490,FELIPE GABRIEL VARGAS CORREIA,AVENIDA DESEMBARGADOR GABRIEL MACHADO 89
5970,937126138,JOSE CARLOS MACHADO ROCHA,PRACA TIPOGRAFO PAULO FAGUNDES 488
5971,918614190,LETICIA BARRETO PINHO,RUA DESEMBARGADOR JOSE ABREU 691
5972,991754974,LETICIA DANIELA LEAL CAMPOS MARTINS,AVENIDA DESEMBARGADOR MATHEUS BENTO 639
5973,949133642,BEATRIZ MARQUES,ALAMEDA  LUIS LINHARES 740
5974,921083187,BRUNA ARAUJO PINHO CARDOSO,AVENIDA TIPOGRAFO RAFAEL LEAL 635
5975,968522380,PEDRO LUIZ CARDOSO,AVENIDA MAJOR MATHEUS SANTOS 543
5976,922623061,CARLOS RICARDO SOARES,PRACA PROFESSOR LEONARDO ANTUNES 965
5977,957120103,LARISSA ANDRADE NEVES,AVENIDA PROFESSOR GUILHERME MACIEL 906
5978,902766370,BRUNA MARIA ARAUJO CAMPOS COELHO,PRACA PROFESSOR ALFREDO LINHARES 296
5979,960698484,JAQUELINE VASCONCELOS,AVENIDA MAJOR MATIAS MIRANDA 211
5980,986372725,MATHEUS CAMARGO MIRANDA ARAUJO,AVENIDA  ALFREDO ONOFRE 636
5981,931123327,MATIAS PEDRO PRADO CORREIA,TRAVESSA DOUTOR ALFREDO NEVES 540
5982,957172190,ANA BRUNA ABREU BATISTA ROSA,AVENIDA  PEDRO ALBINO 28
5983,968889169,LEONARDO FRAGA FRANCA,AVENIDA SARGENTO RICARDO BRITO 109
5984,949577551,GABRIELA OLIVEIRA CASTRO XAVIER,AVENIDA  LUCAS MACEDO 535
5985,996604523,MARCOS MARCOS FAGUNDES,RUA DESEMBARGADOR MATIAS MARQUES 355
5986,911696411,MAYARA RAQUEL AZEVEDO DUTRA ARAUJO,PRACA  PAULO RODRIGUES 694
5987,905900417,ERICA FREITAS BENTO MORAES,RUA PROFESSOR GUSTAVO NEVES 293
5988,963029140,ERICA AMANDA MACHADO,TRAVESSA MAJOR ALESSANDRO PIRES 768
5989,904646994,DANIEL ASSIS,RUA SARGENTO DANIEL FRANCA 637
5990,925892648,THIAGO RAFAEL ROSA,RUA MAJOR JOSE BRAGA 462
5991,941681841,RAFAEL JOSE BENTO NASCIMENTO,TRAVESSA DOUTOR MATHEUS MACEDO 869
5992,950576372,BEATRIZ SAMARA RAMOS VASCONCELOS ALMEIDA,ALAMEDA  MATIAS SABINO 270
5993,966924916,RICARDO FAGUNDES BRAGA PEREIRA,TRAVESSA SARGENTO CARLOS VARGAS 509
5994,958779028,LARISSA DENISE VIEIRA,RUA PROFESSOR CARLOS CAMPOS 112
5995,928964769,DANIEL AZEVEDO NASCIMENTO ALVES,TRAVESSA SARGENTO BRUNO CARDOSO 395
5996,908986630,BEATRIZ JULIA ABREU,TRAVESSA DOUTOR MARCOS ROSA 384
5997,976253416,GUILHERME CARLOS RAMOS,ALAMEDA DESEMBARGADOR THIAGO PRADO 653
5998,941015663,MATHEUS RAFAEL PINHO MACEDO,PRACA SARGENTO ALFREDO ASSIS 403
5999,988668343,RICARDO MORAES PIRES ROCHA,AVENIDA DOUTOR RICARDO ARAUJO 340
6000,947667515,CARLOS JUSTINO CARVALHO,RUA  LUIS PEREIRA 610
6001,922205746,GUILHERME PAULO LIMA RIBEIRO SILVA,AVENIDA MAJOR RICARDO LOPES 899
6002,914055200,LUIZ PESSOA PIRES,TRAVESSA DOUTOR LUCAS BARROS 610
6003,973618750,JOSE VINICIUS VIEIRA,PRACA SARGENTO PEDRO ONOFRE 847
6004,912686865,LETICIA SAMANTA SILVEIRA,ALAMEDA DOUTOR MATHEUS MACEDO 528
6005,937977403,FELIPE PINHO,TRAVESSA DESEMBARGADOR MARCOS SILVA 24
6006,983239146,CARLOS CARVALHO,TRAVESSA DOUTOR MATHEUS RODRIGUES 380
6007,972831121,ALFREDO PADILHA CASTRO,AVENIDA DESEMBARGADOR GABRIEL AZEVEDO 314
6008,996883161,LUCIA DANIELA ANTUNES,TRAVESSA DESEMBARGADOR MATHEUS MARTINS 189
6009,949389903,ANA BRUNA MORAES PRADO PADILHA,AVENIDA MAJOR LUIZ RIBEIRO 29
6010,978164272,GABRIEL AMARAL BRASIL FAGUNDES,TRAVESSA MAJOR ALESSANDRO VARGAS 813
6011,967786406,SAMANTA FERNANDES ONOFRE,PRACA PROFESSOR MATHEUS VASCONCELOS 276
6012,943031680,JESSICA JAQUELINE PAIVA,AVENIDA  JOSE SALES 726
6013,931286767,LUCAS FERNANDES,RUA SARGENTO DANIEL AMARAL 596
6014,930840502,MATHEUS ALESSANDRO MARQUES BRITO,ALAMEDA DOUTOR DANIEL MACIEL 55
6015,924740644,LUCIA LUANA PRADO ALVES,AVENIDA MAJOR LUIZ SALES 499
6016,978646310,RACHEL BENTO FAGUNDES,TRAVESSA SARGENTO BRUNO PAIVA 199
6017,965381743,JOAO MATIAS CARDOSO MONTEIRO RABELO,RUA DOUTOR RAFAEL ALMEIDA 605
6018,947476730,MATHEUS GUILHERME CARDOSO BARRETO,TRAVESSA PROFESSOR MATHEUS LIMA 782
6019,987057725,GUSTAVO AZEVEDO,RUA PROFESSOR MATHEUS PESSOA 889
6020,909980879,DANIEL ALFREDO BARROS SOARES,TRAVESSA MAJOR LUIZ MACIEL 40
6021,928573669,GUSTAVO RAFAEL SALES,TRAVESSA PROFESSOR LUIZ ANDRADE 240
6022,967216423,FELIPE BATISTA ROCHA,AVENIDA TIPOGRAFO MATHEUS BRITO 424
6023,940593966,GABRIEL MARQUES DUTRA,ALAMEDA SARGENTO GUSTAVO CAMPOS 456
6024,999849316,LUCAS BAHR LEITE,PRACA DOUTOR RICARDO TEIXEIRA 690
6025,973806758,DANIEL BRITO,AVENIDA PROFESSOR MATIAS RIBEIRO 89
6026,907366040,MATHEUS LUIS ONOFRE SALES,ALAMEDA DOUTOR RAFAEL ROCHA 942
6027,902553957,PEDRO LUCAS ONOFRE,RUA PROFESSOR LEONARDO MORAES 810
6028,916934909,MATIAS NASCIMENTO,TRAVESSA TIPOGRAFO LEONARDO PACHECO 243
6029,996505080,BRUNO ALMEIDA,RUA  LEONARDO VARGAS 344
6030,938707571,GUSTAVO SALES ONOFRE,ALAMEDA SARGENTO MATHEUS ASSIS 39
6031,927089117,JAQUELINE CAMPOS,AVENIDA TIPOGRAFO MARCOS ROSA 588
6032,920304356,LEONARDO PAULO RODRIGUES NASCIMENTO,ALAMEDA MAJOR CARLOS ONOFRE 452
6033,902172952,THIAGO ANDRADE MORAES,RUA TIPOGRAFO ALFREDO FERNANDES 64
6034,965329626,LUCIA LETICIA ALMEIDA LINHARES RODRIGUES,ALAMEDA DESEMBARGADOR BRUNO SILVEIRA 659
6035,964048941,MAYARA RACHEL ANDRADE BARRETO VASCONCELOS,TRAVESSA PROFESSOR MARCOS VARGAS 166
6036,939830284,LEONARDO BRITO BARROS,AVENIDA PROFESSOR ALESSANDRO PACHECO 46
6037,968294040,GABRIEL THIAGO CHAGAS LIMA,TRAVESSA PROFESSOR GUILHERME BARROS 159
6038,952540697,JULIA RACHEL ANDRADE BARRETO,RUA  RAFAEL FRAGA 94
6039,964842075,JOAO PAULO MACEDO ABREU,TRAVESSA DESEMBARGADOR GABRIEL PRADO 283
6040,986379072,JOAO VIEIRA FREITAS RABELO,RUA DESEMBARGADOR ALESSANDRO PAIVA 694
6041,909510713,JOSE DANIEL BRITO PEREIRA MACHADO,PRACA DESEMBARGADOR GUILHERME LINHARES 29
6042,980854856,MARCOS LOPES,TRAVESSA DOUTOR BRUNO CAMARGO 747
6043,949781277,LUIZ FELIPE BRITO,ALAMEDA TIPOGRAFO RICARDO FREITAS 884
6044,918849243,GUSTAVO PAIVA MORAES CASTRO,TRAVESSA TIPOGRAFO BRUNO FRANCA 826
6045,928898297,MARIA AMANDA LEITE PADILHA BATISTA,PRACA DESEMBARGADOR JOSE COELHO 906
6046,999471278,SAMARA MARQUES,RUA MAJOR THIAGO VIEIRA 109
6047,931831269,RACHEL ONOFRE,RUA MAJOR DANIEL NEVES 161
6048,900748104,RACHEL RACHEL PINHO,PRACA TIPOGRAFO LUIZ ANTUNES 549
6049,907045163,LARISSA AMANDA ALVES CARVALHO ASSIS,ALAMEDA MAJOR ALESSANDRO TEIXEIRA 994
6050,934668706,LETICIA CAMARGO ARAUJO,AVENIDA PROFESSOR JOAO COELHO 448
6051,921980503,BEATRIZ PINTO,TRAVESSA MAJOR PEDRO AZEVEDO 251
6052,909549191,THIAGO VARGAS OLIVEIRA,AVENIDA PROFESSOR LEONARDO ROSA 86
6053,968931911,RAQUEL LETICIA VIEIRA CASTRO,ALAMEDA SARGENTO LUIZ COELHO 52
6054,967413789,MAYARA JUSTINO,RUA SARGENTO PEDRO NASCIMENTO 786
6055,914826240,BEATRIZ GABRIELA LOPES MACIEL ANTUNES,AVENIDA SARGENTO RICARDO RABELO 224
6056,936786854,LEONARDO VARGAS,PRACA PROFESSOR THIAGO CHAGAS 386
6057,908487380,MARCOS JOSE MONTEIRO RIBEIRO,ALAMEDA DESEMBARGADOR LEONARDO RIBEIRO 382
6058,980730759,ERICA BAHR PRADO NASCIMENTO,TRAVESSA PROFESSOR LUIS CASTRO 253
6059,920149977,BRUNA CARVALHO,ALAMEDA PROFESSOR GUSTAVO FRANCA 207
6060,954359667,PEDRO FELIPE CORREIA PIRES,AVENIDA DOUTOR GABRIEL MACIEL 618
6061,934530001,MARIA RACHEL ARAUJO BRASIL PAIVA,TRAVESSA DOUTOR RAFAEL RABELO 692
6062,921721858,GABRIEL MARCOS ALVES PRADO,TRAVESSA  VINICIUS RODRIGUES 939
6063,919455661,LUIZ JOSE RIBEIRO LIMA MARQUES,ALAMEDA MAJOR LUCAS PRADO 509
6064,955229669,ALESSANDRO THIAGO MACHADO CASTRO BAHR,TRAVESSA DESEMBARGADOR JOAO CAMARGO 831
6065,930666340,JOSE LUIZ BRITO JUSTINO,PRACA DESEMBARGADOR LUCAS SILVEIRA 57
6066,922277489,MATIAS LOPES PEREIRA RABELO,AVENIDA  LUIS ANDRADE 443
6067,944302126,PEDRO RICARDO CASTRO BENTO,AVENIDA PROFESSOR PAULO MACEDO 22
6068,965098797,ANA DENISE PADILHA VARGAS CORREIA,ALAMEDA PROFESSOR LEONARDO TEIXEIRA 460
6069,950210307,GABRIEL PACHECO,RUA DESEMBARGADOR DANIEL ROCHA 235
6070,972504504,THIAGO LUIS NASCIMENTO ONOFRE XAVIER,TRAVESSA  JOAO BARROS 956
6071,917809142,PEDRO PEDRO OLIVEIRA,ALAMEDA TIPOGRAFO CARLOS ALVES 768
